ID,LABEL,alternative term,Type,SubClass Of,Equivalent Class,occurs in,located in,participates in,has part,only in taxon,realizes,part of,has role,has host,has vector,definition,definition source,example of usage,term editor,term tracker item,ontology term requester,comment,editor note
OPL:0000240,Schistosoma mansoni adult male worm,S. mansoni adult male worm,Class,'participates in' only 'Schistosoma mansoni adult male worm stage'|Schistosoma mansoni adult worm,,,,Schistosoma mansoni adult male worm stage,,,,,,,,"A Schistosoma mansoni adult worm is the fully developed mature male form of Schistosoma mansoni and capable of sexual reproduction, which lives in the small inferior mesenteric blood vessels surrounding the large intestine of the mammal host and has 4-5 testes.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000241,Plasmodium falciparum hepatic merozoite,P. falciparum hepatic merozoite,Class,'participates in' only 'Plasmodium falciparum hepatic merozoite stage'|Plasmodium falciparum merozoite,,,,Plasmodium falciparum hepatic merozoite stage,,,,,,,,A Plasmodium falciparum merozoite that is produced in a hepatic schizont and released into the bloodstream of a human host. These forms invade erythrocytes.,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000242,Plasmodium falciparum erythrocytic merozoite,P. falciparum erythrocytic merozoite,Class,'participates in' only 'Plasmodium falciparum erythrocytic merozoite stage'|Plasmodium falciparum merozoite,,,,Plasmodium falciparum erythrocytic merozoite stage,,,,,,,,A Plasmodium falciparum merozoite that is produced in an erythrocytic schizont and released into the bloodstream of a human host. These forms invade erythrocytes.,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000243,erythrocytic trophozoite stage,,Class,'occurs in' some erythrocyte|trophozoite stage,,erythrocyte,,,,,,,,,,A trophozoite stage in some protozoan parasite life cycle that occurs in erythrocytes.,,,C. Stoeckert,,,,definition adapted from that for P. falciparum erythrocytic trophozoite stage and parent trophozoite stage
OPL:0000244,Plasmodium falciparum erythrocytic trophozoite,P. falciparum erythrocytic trophozoite,Class,'located in' some 'Homo sapiens erythrocyte'|'participates in' only 'Plasmodium falciparum erythrocytic trophozoite stage'|Plasmodium falciparum trophozoite,,,Homo sapiens erythrocyte,Plasmodium falciparum erythrocytic trophozoite stage,,,,,,,,A Plasmodium falciparum trophozoite that is found in erythrocytes. It is a feeding stage with a single nucleus.,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000245,Plasmodium falciparum erythrocytic merozoite stage,P. falciparum erythrocytic merozoite stage,Class,,'erythrocytic merozoite stage' and ('only in taxon' some 'Plasmodium falciparum'),,,,,Plasmodium falciparum,,,,,,An erythrocytic merozoite stage in the Plasmodium falciparum lifecycle that occurs in the bloodstream of a human host.,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000246,Plasmodium falciparum hepatic merozoite stage,P. falciparum hepatic merozoite stage,Class,,'hepatic merozoite stage' and ('only in taxon' some 'Plasmodium falciparum'),,,,,Plasmodium falciparum,,,,,,A hepatic merozoite stage in the Plasmodium falciparum lifecycle that occurs in the hepatocyte of a human host.,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000247,hepatic merozoite stage,,Class,'occurs in' some hepatocyte|merozoite stage,,hepatocyte,,,,,,,,,,A merozoite stage in the Plasmodium lifecycle that occurs in the hepatocyte of a vertebrate host.,,,C. Stoeckert|Chris Stoeckert|Jie Zheng,,,,definition adapted from that for P. falciparum hepatic merozoite stage
OPL:0000248,erythrocytic merozoite stage,,Class,merozoite stage,,,,,,,,,,,,A merozoite stage in the apicomplexan lifecycle that occurrs in the bloodstream of a vertebrate host.,,,C. Stoeckert|Chris Stoeckert|Jie Zheng,,,,definition adapted from that for P. falciparum salivary erythrocytic merozoite stage and from the general merozoite definition
OPL:0000249,Plasmodium falciparum gametocyte,,Class,'located in' some 'Anopheles midgut'|'located in' some 'Homo sapiens erythrocyte'|'participates in' only 'Plasmodium falciparum gametocyte stage'|Plasmodium falciparum,,,Anopheles midgut|Homo sapiens erythrocyte,Plasmodium falciparum gametocyte stage,,,,,,,,A Plasmodium falciparum that is located either in the bloodstream of the human host or midgut of mosquito vector. Gametocytes are the precursor cells of the macro- or micro-gametes.,,,C. Janse|C. Stoeckert|Chris Stoeckert|Jie Zheng|K. Louis|S Khan,,,,
OPL:0000250,Plasmodium falciparum hepatic trophozoite stage,P. falciparum hepatic trophozoite stage,Class,'occurs in' some 'Homo sapiens hepatocyte','hepatic trophozoite stage' and ('only in taxon' some 'Plasmodium falciparum'),Homo sapiens hepatocyte,,,,Plasmodium falciparum,,,,,,A hepatic trophozoite stage in the Plasmodium falciparum life cycle that occurs in hepatocytes of a human host.,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000251,Plasmodium falciparum trophozoite stage,P. falciparum trophozoite stage,Class,'occurs in' some 'Homo sapiens erythrocyte'|'occurs in' some 'Homo sapiens hepatocyte','trophozoite stage' and ('only in taxon' some 'Plasmodium falciparum'),Homo sapiens erythrocyte|Homo sapiens hepatocyte,,,,Plasmodium falciparum,,,,,,A trophozoite stage in the Plasmodium falciparum lifecycle that occurs in a human host.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000252,Plasmodium falciparum oocyst-derived sporozoite stage,,Class,,'oocyst-derived sporozoite stage' and ('only in taxon' some 'Plasmodium falciparum'),,,,,Plasmodium falciparum,,,,,,A sporozoite stage in the Plasmodium falciparum lifecycle that occurs in the hemocoel and the salivary glands of the mosquito. Sporozoites invade hepatocytes in the human host.,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000253,salivary gland-derived sporozoite stage,,Class,'occurs in' some 'saliva-secreting gland'|sporozoite stage,,saliva-secreting gland,,,,,,,,,,A sporozoite stage in the Plasmodium lifecycle that occurs in the hemocoel and the salivary glands of the mosquito. Sporozoites invade hepatocytes in the vertebrate host.,,,Chris Stoeckert,,,,definition adapted from that for P. falciparum salivary gland derived sporozoite stage
OPL:0000254,Plasmodium falciparum salivary gland-derived sporozoite stage,,Class,,'salivary gland-derived sporozoite stage' and ('only in taxon' some 'Plasmodium falciparum'),,,,,Plasmodium falciparum,,,,,,A salivary gland-derived sporozoite stage in the Plasmodium falciparum lifecycle that occurs in the hemocoel and the salivary glands of the mosquito. Sporozoites invade hepatocytes in the human host.,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000255,Plasmodium falciparum salivary gland-derived sporozoite,P. falciparum salivary gland-derived sporozoite,Class,'participates in' only 'Plasmodium falciparum salivary gland-derived sporozoite stage'|Plasmodium falciparum sporozoite,,,,Plasmodium falciparum salivary gland-derived sporozoite stage,,,,,,,,A Plasmodium falciparum sporozoite that is formed in the oocyst. It migrates to and resides in the salivary glands of the mosquito vector. Sporozoites invade hepatocytes in a human host.,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000256,oocyst-derived sporozoite stage,,Class,sporozoite stage,,,,,,,,,,,,A sporozoite stage in some parasite lifecycle that occurs in the hemocoel and the salivary glands of the mosquito. Sporozoites invade hepatocytes in the vertebrate host.,,,Chris Stoeckert,,,,definition adapted from that for P. falciparum oocyte derived sporozoite stage
OPL:0000257,Plasmodium falciparum hepatic trophozoite,P. falciparum hepatic trophozoite,Class,'located in' some 'Homo sapiens hepatocyte'|'participates in' only 'Plasmodium falciparum hepatic trophozoite stage'|Plasmodium falciparum trophozoite,,,Homo sapiens hepatocyte,Plasmodium falciparum hepatic trophozoite stage,,,,,,,,A Plasmodium falciparum trophozoite that is found in hepatocytes of a human host. It is a feeding stage with a single nucleus,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000258,Plasmodium falciparum gamete,P. falciparum gamete,Class,'located in' some 'Anopheles midgut'|'participates in' only 'Plasmodium falciparum gamete stage'|Plasmodium falciparum,,,Anopheles midgut,Plasmodium falciparum gamete stage,,,,,,,,A Plasmodium falciparum that is found in midgut of mosquito vector. There are two forms of gametes: micro- and macrogametocytes.,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000259,Plasmodium falciparum oocyst-derived sporozoite,P. falciparum oocyst-derived sporozoite,Class,'participates in' only 'Plasmodium falciparum oocyst-derived sporozoite stage'|Plasmodium falciparum sporozoite,,,,Plasmodium falciparum oocyst-derived sporozoite stage,,,,,,,,A Plasmodium falciparum sporozoite that is found in the infected hepatocytes of a human host.,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000260,gamete stage,,Class,life cycle stage,,,,,,,,,,,,A life cycle stage of some parasites that develop into mature sexual cells.,,,Jie Zheng,,,,
OPL:0000261,hepatic trophozoite stage,,Class,'occurs in' some hepatocyte|trophozoite stage,,hepatocyte,,,,,,,,,,A trophozoite stage in some protozoan parasite life cycle that occurs in hepatocytes.,,,Chris Stoeckert,,,,definition adapted from that for P. falciparum hepatic trophozoite stage and from parent trophozoite stage
OPL:0000262,Plasmodium falciparum gamete stage,P. falciparum gamete stage,Class,'occurs in' some 'Anopheles midgut','gamete stage' and ('only in taxon' some 'Plasmodium falciparum'),Anopheles midgut,,,,Plasmodium falciparum,,,,,,A gamete stage in the Plasmodium falciparum lifecycle that occurs in the midgut of a mosquito vector.,,,C. Janse|Chris Stoeckert|Jie Zheng|S. Khan,,,,
OPL:0000263,asexual lifecycle in host red blood cell stage,asexual blood stage,Class,'occurs in' some erythrocyte|'only in taxon' some 'parasite organism'|parasite lifecycle stage,,erythrocyte,,,,parasite organism,,,,,,"A parasite lifecycle stage that occurs as a result of asexual replication in the red blood cells of the host organism. For Plasmodium species these stages can include merozoites, trophozoites, and schizonts.",EuPathDB,,Chris Stoeckert,,,,
OPL:0000264,Plasmodium gamete,,Class,,Plasmodium and ('participates in' only 'gamete stage'),,,gamete stage,,,,,,,,A Plasmodium that is found in the midgut of a mosquito vector during gamete lifecycle stage. There are two forms of gametes: micro- and macrogametocytes.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000265,Plasmodium macrogamete,,Class,'located in' some 'Anopheles midgut',Plasmodium and ('participates in' only 'macrogamete stage'),,Anopheles midgut,macrogamete stage,,,,,,,,"A Plasmodium gamete that is in a matured form of the macrogametocyte and found in the midgut of a mosquito vector. The macrogamete is fertilized by the microgamete, forming the zygote.",,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000266,Plasmodium microgamete,,Class,'located in' some 'Anopheles midgut',Plasmodium and ('participates in' only 'microgamete stage'),,Anopheles midgut,microgamete stage,,,,,,,,"A Plasmodium gamete that is in a matured form of exflagellated microgametocyte and found in the midgut of a mosquito vector. The microgamete fertilises the macrogamete, forming the zygote.",,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000267,Plasmodium gametocyte,,Class,,Plasmodium and ('participates in' only 'gametocyte stage'),,,gametocyte stage,,,,,,,,A Plasmodium that is located either in the bloodstream of the vertebrate host or midgut of mosquito vector during gametocyte stage. Gametocytes are the precursor cells of the macro- or microgametes,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000268,Plasmodium macrogametocyte,,Class,'located in' some 'Anopheles midgut'|'located in' some 'Vertebrate erythrocyte',Plasmodium and ('participates in' only 'macrogametocyte stage'),,Anopheles midgut|Vertebrate erythrocyte,macrogametocyte stage,,,,,,,,A Plasmodium gametocyte that is a female gametocyte of Plasmodium and found either in the bloodstream of the vertebrate host or midgut of mosquito vector. The macrogametocyte is a precursor of the macrogamete.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000269,Plasmodium microgametocyte,,Class,'located in' some 'Anopheles midgut'|'located in' some 'Vertebrate erythrocyte',Plasmodium and ('participates in' only 'microgametocyte stage'),,Anopheles midgut|Vertebrate erythrocyte,microgametocyte stage,,,,,,,,A Plasmodium gametocyte that is a male gametocyte of Plasmodium and found either in the bloodstream of a vertebrate host or midgut of a mosquito vector. The microgametocyte is a precursor cell of the microgamete,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000270,Plasmodium merozoite,,Class,,Plasmodium and ('participates in' only 'merozoite stage'),,,merozoite stage,,,,,,,,"A Plasmodium that is during merozoite lifecycle stage, occurs in the bloodstream of a vertebrate host.",,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000271,Plasmodium erythrocytic merozoite,,Class,,Plasmodium and ('participates in' only 'erythrocytic merozoite stage'),,,erythrocytic merozoite stage,,,,,,,,A Plasmodium merozoite that is produced in an erythrocytic schizont and released into the bloodstream of a vertebrate host. These forms invade erythrocytes.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000272,Plasmodium hepatic merozoite,,Class,,Plasmodium and ('participates in' only 'hepatic merozoite stage'),,,hepatic merozoite stage,,,,,,,,A Plasmodium merozoite that is produced in a hepatic schizont and released into the bloodstream of a vertebrate host. These forms invade erythrocytes.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000273,Plasmodium oocyst,,Class,'located in' some 'Anopheles midgut',Plasmodium and ('participates in' only 'oocyst stage'),,Anopheles midgut,oocyst stage,,,,,,,,"A Plasmodium that is formed after traversal of the midgut wall by the ookinete stage, on the hemocoel side of the midgut wall of the mosquito vector.",,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000274,Plasmodium ookinete,,Class,'located in' some 'Anopheles midgut',Plasmodium and ('participates in' only 'ookinete stage'),,Anopheles midgut,ookinete stage,,,,,,,,A Plasmodium that is a 'banana-shaped' form originates from the round zygote. The ookinete is found in the midgut of a mosquito vector and traverses the midgut wall of a mosquito vector.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000275,Plasmodium schizont,,Class,,Plasmodium and ('participates in' only 'schizont stage'),,,schizont stage,,,,,,,,"A Plasmodium that is a form divides through schizogony. Depending on its location, it is either called hepatic or erythrocytic schizont. The schizont is a dividing stage with 2 or more nuclei.",,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000276,Plasmodium erythrocytic schizont,,Class,'located in' some 'Vertebrate erythrocyte',Plasmodium and ('participates in' only 'erythrocytic schizont stage'),,Vertebrate erythrocyte,erythrocytic schizont stage,,,,,,,,A Plasmodium schizont that is found in infected erythrocytes of a vertebrate host.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000277,Plasmodium hepatic schizont,,Class,'located in' some 'Vertebrate hepatocyte',Plasmodium and ('participates in' only 'hepatic schizont stage'),,Vertebrate hepatocyte,hepatic schizont stage,,,,,,,,A Plasmodium schizont that is found in infected hepatocytes (i.e. liver cells) of a vertebrate host.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000278,Plasmodium sporozoite,,Class,'located in' some 'Anopheles salivary gland'|'located in' some 'Vertebrate blood'|'located in' some 'Vertebrate hepatocyte',Plasmodium and ('participates in' only 'sporozoite stage'),,Anopheles salivary gland|Vertebrate blood|Vertebrate hepatocyte,sporozoite stage,,,,,,,,A Plasmodium that is formed in the oocyst and migrates to and reside in the salivary glands of the mosquito vector. A distinction is made between oocyst-derived and salivary gland-derived sporozoites. Sporozoites invade hepatocytes in the vertebrate host.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000279,Plasmodium oocyst-derived sporozoite,,Class,,Plasmodium and ('participates in' only 'oocyst-derived sporozoite stage'),,,oocyst-derived sporozoite stage,,,,,,,,A Plasmodium sporozoite that is found in the infected hepatocytes of a vertebrate host.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000280,Plasmodium salivary gland-derived sporozoite,,Class,,Plasmodium and ('participates in' only 'salivary gland-derived sporozoite stage'),,,salivary gland-derived sporozoite stage,,,,,,,,A Plasmodium sporozoite that is found in the salivary glands of the mosquito vector.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000281,Plasmodium trophozoite,,Class,'located in' some 'Vertebrate erythrocyte'|'located in' some 'Vertebrate hepatocyte',Plasmodium and ('participates in' only 'trophozoite stage'),,Vertebrate erythrocyte|Vertebrate hepatocyte,trophozoite stage,,,,,,,,"A Plasmodium that is a feeding form which has a single nucleus during the trophozoite stage. Depending on its location, it is either called hepatic or erythrocytic trophozoite.",,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000282,Plasmodium erythrocytic trophozoite,,Class,'located in' some 'Vertebrate erythrocyte',Plasmodium and ('participates in' only 'erythrocytic trophozoite stage'),,Vertebrate erythrocyte,erythrocytic trophozoite stage,,,,,,,,A Plasmodium trophozoite that is found in erythrocytes of a vertebrate host.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000283,Plasmodium erythrocytic ring trophozoite,,Class,,Plasmodium and ('participates in' only 'erythrocytic ring trophozoite stage'),,,erythrocytic ring trophozoite stage,,,,,,,,"A Plasmodium erythrocytic trophozoite that has a typical 'ring-like' appearance. Ring-form trophozoites of Plasmodium are often thin and delicate, measuring on average 1/5 the diameter of the red blood cell.",,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000284,Plasmodium hepatic trophozoite,,Class,'located in' some 'Vertebrate hepatocyte',Plasmodium and ('participates in' only 'hepatic trophozoite stage'),,Vertebrate hepatocyte,hepatic trophozoite stage,,,,,,,,A Plasmodium trophozoite that is found in hepatocytes.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000285,Plasmodium zygote,,Class,'located in' some 'Anopheles midgut',Plasmodium and ('participates in' only 'zygote stage'),,Anopheles midgut,zygote stage,,,,,,,,A Plasmodium that is formed after fertilization of the macrogamete by a microgamete in the midgut of the mosquito vector. This round form is the only diploid stage in the Plasmodium life cycle.,,,Chris Stoeckert|Jie Zheng|Ulrike Boehme,https://github.com/OPL-ontology/OPL/issues/2,GeneDB,,
OPL:0000286,Plasmodium gamete stage,,Class,,'gamete stage' and ('only in taxon' some Plasmodium),,,,,Plasmodium,,,,,,A gamete stage in the Plasmodium lifecycle that occurs in the midgut of a mosquito vector.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000287,Plasmodium macrogamete stage,,Class,'occurs in' some 'Anopheles midgut','macrogamete stage' and ('only in taxon' some Plasmodium),Anopheles midgut,,,,Plasmodium,,,,,,A macrogamete stage in the Plasmodium lifecycle that occurs in the midgut of a mosquito vector.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000288,Plasmodium microgamete stage,,Class,'occurs in' some 'Anopheles midgut','microgamete stage' and ('only in taxon' some Plasmodium),Anopheles midgut,,,,Plasmodium,,,,,,A microgamete stage in the Plasmodium lifecycle that occurs in the midgut of a mosquito vector.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000289,Plasmodium gametocyte stage,,Class,,'gametocyte stage' and ('only in taxon' some Plasmodium),,,,,Plasmodium,,,,,,A gametocyte stage in the lifecycle of Plasmodium.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000290,Plasmodium macrogametocyte stage,,Class,'occurs in' some 'Anopheles midgut'|'occurs in' some 'Vertebrate erythrocyte','macrogametocyte stage' and ('only in taxon' some Plasmodium),Anopheles midgut|Vertebrate erythrocyte,,,,Plasmodium,,,,,,A macrogametocyte stage in the Plasmodium lifecycle that occurs either in the bloodstream of a vertebrate host or the midgut of a mosquito vector.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000291,Plasmodium microgametocyte stage,,Class,'occurs in' some 'Anopheles midgut'|'occurs in' some 'Vertebrate erythrocyte','microgametocyte stage' and ('only in taxon' some Plasmodium),Anopheles midgut|Vertebrate erythrocyte,,,,Plasmodium,,,,,,A microgametocyte stage in the Plasmodium lifecycle that occurs either in the bloodstream of a vertebrate host or the midgut of a mosquito vector.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000292,Plasmodium merozoite stage,,Class,,'merozoite stage' and ('only in taxon' some Plasmodium),,,,,Plasmodium,,,,,,A merozoite stage in the Plasmodium lifecycle that occurs in the bloodstream or hepatocytes of a vertebrate host.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000293,Plasmodium erythrocytic merozoite stage,,Class,,'erythrocytic merozoite stage' and ('only in taxon' some Plasmodium),,,,,Plasmodium,,,,,,An erythrocytic merozoite stage in the Plasmodium lifecycle that occurs in the bloodstream of a vertebrate host.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000294,Plasmodium hepatic merozoite stage,,Class,,'hepatic merozoite stage' and ('only in taxon' some Plasmodium),,,,,Plasmodium,,,,,,A hepatic merozoite stage in the Plasmodium lifecycle that occurs in the hepatocyte of a vertebrate host.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000295,Plasmodium oocyst stage,,Class,'occurs in' some 'Anopheles midgut','oocyst stage' and ('only in taxon' some Plasmodium),Anopheles midgut,,,,Plasmodium,,,,,,"An oocyst stage in the Plasmodium lifecycle that occurs on the hemocoel side of the midgut of a mosquito vector. During this stage Plasmodium ookinete invades and escapes midgut wall of mosquito and embed itself onto the exterior of the gut membrane and develop encysted zygote, called oocyst.",,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000296,Plasmodium ookinete stage,,Class,'occurs in' some 'Anopheles midgut','ookinete stage' and ('only in taxon' some Plasmodium),Anopheles midgut,,,,Plasmodium,,,,,,An ookinete stage in the Plasmodium lifecycle that occurs in the midgut of a mosquito vector and on the outside of the midgut.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000297,Plasmodium schizont stage,,Class,,'schizont stage' and ('only in taxon' some Plasmodium),,,,,Plasmodium,,,,,,A schizont stage in the Plasmodium lifecycle that occurs in erythrocytes or in hepatocytes.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000298,Plasmodium erythrocytic schizont stage,,Class,'occurs in' some 'Vertebrate erythrocyte','erythrocytic schizont stage' and ('only in taxon' some Plasmodium),Vertebrate erythrocyte,,,,Plasmodium,,,,,,An erythrocytic schizont stage in the Plasmodium lifecycle that occurs in the infected erythrocytes of a vertebrate host.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000299,Plasmodium hepatic schizont stage,,Class,'occurs in' some 'Vertebrate hepatocyte','hepatic schizont stage' and ('only in taxon' some Plasmodium),Vertebrate hepatocyte,,,,Plasmodium,,,,,,A hepatic schizont stage in the Plasmodium lifecycle that occurs in the infected hepatocytes of a vertebrate host.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000300,Plasmodium sporozoite stage,,Class,'occurs in' some 'Anopheles salivary gland'|'occurs in' some 'Vertebrate blood'|'occurs in' some 'Vertebrate hepatocyte','sporozoite stage' and ('only in taxon' some Plasmodium),Anopheles salivary gland|Vertebrate blood|Vertebrate hepatocyte,,,,Plasmodium,,,,,,A sporozoite stage in the Plasmodium lifecycle that occurs in the salivary glands of the mosquito and invades hepatocytes in the vertebrate host.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000301,Plasmodium oocyst-derived sporozoite stage,,Class,,'oocyst-derived sporozoite stage' and ('only in taxon' some Plasmodium),,,,,Plasmodium,,,,,,A sporozoite stage in the Plasmodium lifecycle that develops in oocysts of the mosquito midgut.,,,Chris Stoeckert|Jie Zheng|Omar harb,,,,
OPL:0000302,Plasmodium salivary gland-derived sporozoite stage,,Class,,'salivary gland-derived sporozoite stage' and ('only in taxon' some Plasmodium),,,,,Plasmodium,,,,,,A salivary gland-derived sporozoite stage in the Plasmodium lifecycle that occurs in the salivary glands of the mosquito and invades hepatocytes in the vertebrate host.,,,Chris Stoeckert|Jie Zheng|Omar harb,,,,
OPL:0000303,Plasmodium trophozoite stage,,Class,'occurs in' some 'Vertebrate erythrocyte'|'occurs in' some 'Vertebrate hepatocyte','trophozoite stage' and ('only in taxon' some Plasmodium),Vertebrate erythrocyte|Vertebrate hepatocyte,,,,Plasmodium,,,,,,A trophozoite stage in the Plasmodium lifecycle that occurs in a vertebrate host.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000304,Plasmodium erythrocytic trophozoite stage,,Class,'occurs in' some 'Vertebrate erythrocyte','erythrocytic trophozoite stage' and ('only in taxon' some Plasmodium),Vertebrate erythrocyte,,,,Plasmodium,,,,,,An erythrocytic trophozoite stage in the Plasmodium life cycle that occurs in erythrocytes of a vertebrate host.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000305,Plasmodium erythrocytic ring trophozoite stage,,Class,,'erythrocytic ring trophozoite stage' and ('only in taxon' some Plasmodium),,,,,Plasmodium,,,,,,"An erythrocytic ring trophozoite stage in the Plasmodium life cycle that occurs in erythrocytes of a vertebrate host. During this stage some Plasmodium merozoites undergo asexual reproduction cycle in erythrocytes and form young trophozoites that are referred to as ""ring form"" due to their morphology.",,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000306,Plasmodium hepatic trophozoite stage,,Class,'occurs in' some 'Vertebrate hepatocyte','hepatic trophozoite stage' and ('only in taxon' some Plasmodium),Vertebrate hepatocyte,,,,Plasmodium,,,,,,A hepatic trophozoite stage in the Plasmodium life cycle that occurs in hepatocytes of a vertebrate host.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000307,Plasmodium zygote stage,,Class,'occurs in' some 'Anopheles midgut','zygote stage' and ('only in taxon' some Plasmodium),Anopheles midgut,,,,Plasmodium,,,,,,A zygote stage in the Plasmodium lifecycle that occurs in the midgut of the mosquito vector where a microgamete and a macrogamete fertilizes each other to produce a diploid cell.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000308,Schistosoma haematobium adult worm stage,,Class,,'adult parasitic worm stage' and ('only in taxon' some 'Schistosoma haematobium'),,,,,Schistosoma haematobium,,,,,,An adult worm stage in the Schistosoma haematobium lifecycle.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000309,Schistosoma japonicum adult worm stage,,Class,,'adult parasitic worm stage' and ('only in taxon' some 'Schistosoma japonicum'),,,,,Schistosoma japonicum,,,,,,An adult worm stage in the Schistosoma japonicum lifecycle.,,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000310,Vertebrate blood,,Class,,blood and ('part of' some 'Vertebrata <vertebrates>'),,,,,,,Vertebrata <vertebrates>,,,,Blood that is part of or originated from a vertebrate.,OPL,,Jie Zheng,,,,
OPL:0000311,Vertebrate erythrocyte,,Class,,erythrocyte and ('part of' some 'Vertebrata <vertebrates>'),,,,,,,Vertebrata <vertebrates>,,,,An erythrocyte that is a part of or originated from a vertebrate.,OPL,,Jie Zheng,,,,
